motif_id	gene_id	TF_description	motif_family	ath_gene_id	ath_alias
M06638	Solyc09g066360.1	Ethylene Response Factor C.3	AP2	AT3G23240	ATERF1
M06638	Solyc09g089910.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GJ51_CAPAN)	AP2	AT5G43410	AT5G43410
M06638	Solyc09g089920.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2W1A3_CAPBA)	AP2	AT3G23230	AtERF98
M06638	Solyc11g006050.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M06638	Solyc11g011740.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M06638	Solyc11g011750.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2Y507_CAPAN)	AP2	AT3G23240	ATERF1
M06638	Solyc12g049560.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2ZB67_CAPAN)	AP2	AT3G14230	RAP2.2
M06639	Solyc01g009440.3	Dehydration-responsive element-binding protein 1B (AHRD V3.3 *** A0A2G2XQ55_CAPBA)	AP2	AT4G25490	ATCBF1
M06639	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25480	ATCBF3
M06639	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25490	ATCBF1
M06639	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25470	ATCBF2
M06639	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25490	ATCBF1
M06639	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25480	ATCBF3
M06639	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25470	ATCBF2
M06639	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25470	ATCBF2
M06639	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25480	ATCBF3
M06639	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25490	ATCBF1
M06639	Solyc08g007820.1	Dehydration-responsive element-binding protein 1E (AHRD V3.3 *** A0A2G2W337_CAPBA)	AP2	AT5G51990	CBF4
M06640	Solyc01g009440.3	Dehydration-responsive element-binding protein 1B (AHRD V3.3 *** A0A2G2XQ55_CAPBA)	AP2	AT4G25490	ATCBF1
M06640	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25480	ATCBF3
M06640	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25490	ATCBF1
M06640	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25470	ATCBF2
M06640	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25490	ATCBF1
M06640	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25480	ATCBF3
M06640	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25470	ATCBF2
M06640	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25470	ATCBF2
M06640	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25480	ATCBF3
M06640	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25490	ATCBF1
M06640	Solyc08g007820.1	Dehydration-responsive element-binding protein 1E (AHRD V3.3 *** A0A2G2W337_CAPBA)	AP2	AT5G51990	CBF4
M06641	Solyc01g009440.3	Dehydration-responsive element-binding protein 1B (AHRD V3.3 *** A0A2G2XQ55_CAPBA)	AP2	AT4G25490	ATCBF1
M06641	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25480	ATCBF3
M06641	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25490	ATCBF1
M06641	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25470	ATCBF2
M06641	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25490	ATCBF1
M06641	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25480	ATCBF3
M06641	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25470	ATCBF2
M06641	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25470	ATCBF2
M06641	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25480	ATCBF3
M06641	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25490	ATCBF1
M06641	Solyc08g007820.1	Dehydration-responsive element-binding protein 1E (AHRD V3.3 *** A0A2G2W337_CAPBA)	AP2	AT5G51990	CBF4
M06642	Solyc01g009440.3	Dehydration-responsive element-binding protein 1B (AHRD V3.3 *** A0A2G2XQ55_CAPBA)	AP2	AT4G25490	ATCBF1
M06642	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25480	ATCBF3
M06642	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25490	ATCBF1
M06642	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25470	ATCBF2
M06642	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25490	ATCBF1
M06642	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25480	ATCBF3
M06642	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25470	ATCBF2
M06642	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25470	ATCBF2
M06642	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25480	ATCBF3
M06642	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25490	ATCBF1
M06642	Solyc08g007820.1	Dehydration-responsive element-binding protein 1E (AHRD V3.3 *** A0A2G2W337_CAPBA)	AP2	AT5G51990	CBF4
M06643	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25480	ATCBF3
M06643	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25490	ATCBF1
M06643	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25470	ATCBF2
M06643	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25490	ATCBF1
M06643	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25480	ATCBF3
M06643	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25470	ATCBF2
M06643	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25470	ATCBF2
M06643	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25480	ATCBF3
M06643	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25490	ATCBF1
M06644	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25480	ATCBF3
M06644	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25490	ATCBF1
M06644	Solyc03g026270.3	CRT binding factor 3 (AHRD V3.3 *** B3TPP7_SOLPI)	AP2	AT4G25470	ATCBF2
M06644	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25490	ATCBF1
M06644	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25480	ATCBF3
M06644	Solyc03g026280.3	C-repeat binding factor 1	AP2	AT4G25470	ATCBF2
M06644	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25470	ATCBF2
M06644	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25480	ATCBF3
M06644	Solyc03g124110.2	Dehydration-responsive element-binding transcription factor (AHRD V3.3 *** A0A1S6M2D0_9CARY)	AP2	AT4G25490	ATCBF1
M06645	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M06645	Solyc09g075420.3	ethylene response factor E.1	AP2	AT2G47520	AtERF71
M06645	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M06645	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M06645	Solyc02g077370.1	Ethylene Response Factor  C.5	AP2	AT3G23240	ATERF1
M06645	Solyc02g090770.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3A6X8_CAPAN)	AP2	AT5G50080	ERF110
M06645	Solyc02g090790.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT4G34410	RRTF1
M06645	Solyc02g090800.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT5G50080	ERF110
M06645	Solyc03g006320.1	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G2VSG2_CAPBA)	AP2	AT3G15210	ATERF-4
M06645	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M06645	Solyc03g093610.1	ethylene response factor A.2	AP2	AT4G17500	ATERF-1
M06645	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M06645	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M06645	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M06645	Solyc06g068830.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8HB76_CAPAN)	AP2	AT5G61890	AT5G61890
M06645	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M06645	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M06645	Solyc10g050970.1	Ethylene Response Factor D.4	AP2	AT4G34410	RRTF1
M06646	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M06646	Solyc09g075420.3	ethylene response factor E.1	AP2	AT2G47520	AtERF71
M06646	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M06646	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M06646	Solyc02g077370.1	Ethylene Response Factor  C.5	AP2	AT3G23240	ATERF1
M06646	Solyc02g090770.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3A6X8_CAPAN)	AP2	AT5G50080	ERF110
M06646	Solyc02g090790.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT4G34410	RRTF1
M06646	Solyc02g090800.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT5G50080	ERF110
M06646	Solyc03g006320.1	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G2VSG2_CAPBA)	AP2	AT3G15210	ATERF-4
M06646	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M06646	Solyc03g093610.1	ethylene response factor A.2	AP2	AT4G17500	ATERF-1
M06646	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M06646	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M06646	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M06646	Solyc06g068830.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8HB76_CAPAN)	AP2	AT5G61890	AT5G61890
M06646	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M06646	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M06646	Solyc10g050970.1	Ethylene Response Factor D.4	AP2	AT4G34410	RRTF1
M06647	Solyc04g054910.4	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2ZQC4_CAPAN)	AP2	AT1G78080	AtWIND1
M06647	Solyc12g056980.1	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2ZQC4_CAPAN)	AP2	AT1G78080	AtWIND1
M06648	Solyc04g054910.4	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2ZQC4_CAPAN)	AP2	AT1G78080	AtWIND1
M06648	Solyc12g056980.1	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2ZQC4_CAPAN)	AP2	AT1G78080	AtWIND1
M06651	Solyc01g090560.4	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3DJ78_CAPCH)	AP2	AT3G60490	AT3G60490
M06651	Solyc03g120840.3	Ethylene-responsive transcription factor TINY (AHRD V3.3 *** A0A2G2WP67_CAPBA)	AP2	AT5G11590	TINY2
M06651	Solyc05g050830.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2WT45_CAPBA)	AP2	AT3G60490	AT3G60490
M06651	Solyc06g066540.1	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2XMU8_CAPBA)	AP2	AT5G11590	TINY2
M06651	Solyc08g066660.1	Ethylene-responsive transcription factor TINY (AHRD V3.3 *** A0A2G2W633_CAPBA)	AP2	AT5G11590	TINY2
M06651	Solyc08g078410.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3AF14_CAPAN)	AP2	AT4G16750	AT4G16750
M06651	Solyc08g078420.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3AF14_CAPAN)	AP2	AT5G25810	tny
M06651	Solyc12g008350.3	dehydration responsive element binding protein 2	AP2	AT5G11590	TINY2
M06651	Solyc12g044390.3	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G3BNS6_CAPCH)	AP2	AT5G11590	TINY2
M06652	Solyc01g090560.4	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3DJ78_CAPCH)	AP2	AT3G60490	AT3G60490
M06652	Solyc03g120840.3	Ethylene-responsive transcription factor TINY (AHRD V3.3 *** A0A2G2WP67_CAPBA)	AP2	AT5G11590	TINY2
M06652	Solyc05g050830.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2WT45_CAPBA)	AP2	AT3G60490	AT3G60490
M06652	Solyc06g066540.1	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2XMU8_CAPBA)	AP2	AT5G11590	TINY2
M06652	Solyc08g066660.1	Ethylene-responsive transcription factor TINY (AHRD V3.3 *** A0A2G2W633_CAPBA)	AP2	AT5G11590	TINY2
M06652	Solyc08g078410.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3AF14_CAPAN)	AP2	AT4G16750	AT4G16750
M06652	Solyc08g078420.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3AF14_CAPAN)	AP2	AT5G25810	tny
M06652	Solyc12g008350.3	dehydration responsive element binding protein 2	AP2	AT5G11590	TINY2
M06652	Solyc12g044390.3	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G3BNS6_CAPCH)	AP2	AT5G11590	TINY2
M06653	Solyc01g065980.4	Ethylene Response Factor E.4	AP2	AT3G16770	ATEBP
M06653	Solyc01g090310.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XMR4_CAPBA)	AP2	AT2G44840	ATERF13
M06653	Solyc01g090370.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XN61_CAPBA)	AP2	AT2G44840	ATERF13
M06653	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M06653	Solyc02g090770.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3A6X8_CAPAN)	AP2	AT5G50080	ERF110
M06653	Solyc02g090790.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT4G34410	RRTF1
M06653	Solyc02g090800.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT5G50080	ERF110
M06653	Solyc03g005520.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2WWE4_CAPBA)	AP2	AT3G23240	ATERF1
M06653	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M06653	Solyc03g093540.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** ERF5_TOBAC)	AP2	AT5G51190	AT5G51190
M06653	Solyc03g093550.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G3CVP7_CAPCH)	AP2	AT5G51190	AT5G51190
M06653	Solyc03g093560.1	ethylene response factor C.6	AP2	AT5G51190	AT5G51190
M06653	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M06653	Solyc05g052040.1	ripening regulated protein DDTFR10/A	AP2	AT5G51190	AT5G51190
M06653	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M06653	Solyc06g068830.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8HB76_CAPAN)	AP2	AT5G61890	AT5G61890
M06653	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M06653	Solyc07g049490.3	Ethylene Response Factor F.3	AP2	AT3G20310	ATERF-7
M06653	Solyc08g007230.3	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M06653	Solyc08g078170.1	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M06653	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M06653	Solyc09g066340.1	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2X5X7_CAPBA)	AP2	AT1G04370	ATERF14
M06653	Solyc09g089930.3	ethylene responsive factor E.2	AP2	AT3G23240	ATERF1
M06653	Solyc10g050970.1	Ethylene Response Factor D.4	AP2	AT4G34410	RRTF1
M06654	Solyc01g065980.4	Ethylene Response Factor E.4	AP2	AT3G16770	ATEBP
M06654	Solyc01g090310.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XMR4_CAPBA)	AP2	AT2G44840	ATERF13
M06654	Solyc01g090370.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XN61_CAPBA)	AP2	AT2G44840	ATERF13
M06654	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M06654	Solyc02g090770.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3A6X8_CAPAN)	AP2	AT5G50080	ERF110
M06654	Solyc02g090790.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT4G34410	RRTF1
M06654	Solyc02g090800.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT5G50080	ERF110
M06654	Solyc03g005520.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2WWE4_CAPBA)	AP2	AT3G23240	ATERF1
M06654	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M06654	Solyc03g093540.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** ERF5_TOBAC)	AP2	AT5G51190	AT5G51190
M06654	Solyc03g093550.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G3CVP7_CAPCH)	AP2	AT5G51190	AT5G51190
M06654	Solyc03g093560.1	ethylene response factor C.6	AP2	AT5G51190	AT5G51190
M06654	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M06654	Solyc05g052040.1	ripening regulated protein DDTFR10/A	AP2	AT5G51190	AT5G51190
M06654	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M06654	Solyc06g068830.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8HB76_CAPAN)	AP2	AT5G61890	AT5G61890
M06654	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M06654	Solyc07g049490.3	Ethylene Response Factor F.3	AP2	AT3G20310	ATERF-7
M06654	Solyc08g007230.3	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M06654	Solyc08g078170.1	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M06654	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M06654	Solyc09g066340.1	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2X5X7_CAPBA)	AP2	AT1G04370	ATERF14
M06654	Solyc09g089930.3	ethylene responsive factor E.2	AP2	AT3G23240	ATERF1
M06654	Solyc10g050970.1	Ethylene Response Factor D.4	AP2	AT4G34410	RRTF1
M06655	Solyc06g050520.3	dehydration responsive element binding protein 1	AP2	AT5G05410	DREB2
M06656	Solyc06g050520.3	dehydration responsive element binding protein 1	AP2	AT5G05410	DREB2
M06657	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M06657	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M06657	Solyc02g090770.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3A6X8_CAPAN)	AP2	AT5G50080	ERF110
M06657	Solyc02g090790.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT4G34410	RRTF1
M06657	Solyc03g093610.1	ethylene response factor A.2	AP2	AT4G17500	ATERF-1
M06657	Solyc03g118190.4	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3CZ32_CAPCH)	AP2	AT5G61890	AT5G61890
M06657	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M06657	Solyc04g051360.3	Ethylene Response Factor D.1	AP2	AT5G64750	ABR1
M06657	Solyc04g071770.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GDL3_CAPAN)	AP2	AT5G50080	ERF110
M06657	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M06657	Solyc06g068830.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8HB76_CAPAN)	AP2	AT5G61890	AT5G61890
M06657	Solyc08g007230.3	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M06657	Solyc10g050970.1	Ethylene Response Factor D.4	AP2	AT4G34410	RRTF1
M06657	Solyc12g042210.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3B398_CAPCH)	AP2	AT5G61890	AT5G61890
M06657	Solyc12g056590.2	Ethylene Response Factor D.2	AP2	AT5G50080	ERF110
M06658	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M06658	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M06658	Solyc02g090770.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3A6X8_CAPAN)	AP2	AT5G50080	ERF110
M06658	Solyc02g090790.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT4G34410	RRTF1
M06658	Solyc03g093610.1	ethylene response factor A.2	AP2	AT4G17500	ATERF-1
M06658	Solyc03g118190.4	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3CZ32_CAPCH)	AP2	AT5G61890	AT5G61890
M06658	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M06658	Solyc04g051360.3	Ethylene Response Factor D.1	AP2	AT5G64750	ABR1
M06658	Solyc04g071770.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GDL3_CAPAN)	AP2	AT5G50080	ERF110
M06658	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M06658	Solyc06g068830.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8HB76_CAPAN)	AP2	AT5G61890	AT5G61890
M06658	Solyc08g007230.3	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M06658	Solyc10g050970.1	Ethylene Response Factor D.4	AP2	AT4G34410	RRTF1
M06658	Solyc12g042210.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3B398_CAPCH)	AP2	AT5G61890	AT5G61890
M06658	Solyc12g056590.2	Ethylene Response Factor D.2	AP2	AT5G50080	ERF110
M06661	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M06661	Solyc05g051200.1	ethylene-responsive factor 1	AP2	AT3G23240	ATERF1
M06661	Solyc01g067540.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3DID8_CAPCH)	AP2	AT5G18560	PUCHI
M06661	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M06661	Solyc02g077370.1	Ethylene Response Factor  C.5	AP2	AT3G23240	ATERF1
M06661	Solyc03g005520.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2WWE4_CAPBA)	AP2	AT3G23240	ATERF1
M06661	Solyc03g006320.1	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G2VSG2_CAPBA)	AP2	AT3G15210	ATERF-4
M06661	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M06661	Solyc04g014530.1	Ethylene Response Factor C.2	AP2	AT3G23240	ATERF1
M06661	Solyc04g072300.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GHV9_CAPAN)	AP2	AT1G28160	AT1G28160
M06661	Solyc05g013540.1	LEAFLESS	AP2	AT1G24590	DRN-LIKE
